category;name;art;price;overal_score;date
Аксессуары для штор;Держатель «Бабочка» 200х200 мм цвет мультиколор;17191350;123;5;04.10.2017
Аксессуары для штор;Держатель «Стрекоза малая» 145х85 мм цвет мультиколор;17191528;80;5;24.09.2019
Жалюзи;Держатель ламелей для вертикальных жалюзи 89 мм 3 шт.;18775824;67;5;23.11.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;3;13.09.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;2;24.10.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;3;16.08.2018
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;2;19.01.2020
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;16.11.2018
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;13.07.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;5;10.06.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;09.08.2017
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;28.05.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;3;05.08.2018
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;3;03.05.2017
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;09.08.2018
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;13.04.2018
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;20.01.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;1;09.06.2019
Аксессуары для штор;Дополнительное крепление Inspire;13714774;127;4;19.09.2018
Жалюзи;Жалюзи 60х155 см, алюминий, цвет зелёный;82047390;448;5;04.07.2019
Жалюзи;Жалюзи 60х155 см, алюминий, цвет экрю;82047384;448;5;19.10.2019
Жалюзи;Жалюзи 70х155 см, алюминий, цвет голубой;82047388;513;2;03.05.2020
Жалюзи;Жалюзи 70х155 см, алюминий, цвет зелёный;82047391;513;5;02.05.2020
Жалюзи;Жалюзи 70х155 см, алюминий, цвет серый;82047400;513;5;10.03.2020
Жалюзи;Жалюзи 70х155 см, алюминий, цвет серый;82047400;513;5;26.12.2019
Жалюзи;Жалюзи 70х155 см, алюминий, цвет серый;82047400;513;5;10.08.2019
Жалюзи;Жалюзи 70х155 см, алюминий, цвет фиолетовый;82047397;513;4;07.01.2020
Жалюзи;Жалюзи Graphic, 100х155 см, ПВХ, цвет белый;82112677;538;5;10.05.2020
Жалюзи;Жалюзи Graphic, 100х155 см, ПВХ, цвет белый;82112677;538;4;06.08.2019
Жалюзи;Жалюзи Graphic, 100х155 см, ПВХ, цвет белый;82112677;538;5;27.11.2019
Жалюзи;Жалюзи Graphic, 140х155 см, ПВХ, цвет белый;82112679;715;5;28.07.2019
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;5;10.01.2020
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;1;24.01.2020
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;5;17.09.2019
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;1;25.02.2020
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;5;03.01.2020
Жалюзи;Жалюзи Graphic, 40х155 см, ПВХ, цвет белый;82112673;220;5;28.02.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;1;05.04.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;3;12.05.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;12.02.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;16.03.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;10.01.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;17.09.2019
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;11.05.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;4;23.02.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;4;09.03.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;3;25.01.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;04.01.2020
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;5;10.11.2019
Жалюзи;Жалюзи Graphic, 50х155 см, ПВХ, цвет белый;82112674;275;3;01.11.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;17.12.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;21.03.2020
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;17.10.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;25.09.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;2;25.07.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;3;17.03.2020
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;18.07.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;16.11.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;16.08.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;1;01.11.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;24.03.2020
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;17.12.2019
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;10.01.2020
Жалюзи;Жалюзи Graphic, 60х155 см, ПВХ, цвет белый;82112675;327;5;18.04.2020
Жалюзи;Жалюзи Graphic, 80х155 см, ПВХ, цвет белый;82112676;417;5;11.05.2020
Жалюзи;Жалюзи Inspire 100х160 см алюминий цвет белый;16262144;841;5;29.06.2018
Жалюзи;Жалюзи Inspire 100х160 см алюминий цвет серебряный;16268431;841;5;31.07.2018
Жалюзи;Жалюзи Inspire 120х160 см алюминий цвет белый;16262136;983;5;19.02.2018
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет белый;16262128;1124;4;22.07.2019
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет белый;16262128;1124;5;26.11.2018
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет белый;16262128;1124;5;19.02.2019
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет белый;16262128;1124;5;13.03.2020
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет серебряный;16268415;1124;5;17.07.2017
Жалюзи;Жалюзи Inspire 140х160 см алюминий цвет серебряный;16268415;1124;5;17.04.2019
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет белый;16262110;1260;5;26.06.2018
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет белый;16262110;1260;5;20.10.2019
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет белый;16262110;1260;5;22.02.2019
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет серебряный;16268407;1316;5;19.01.2018
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет серебряный;16268407;1316;4;04.08.2019
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет серебряный;16268407;1316;5;12.09.2017
Жалюзи;Жалюзи Inspire 160х160 см алюминий цвет серебряный;16268407;1316;2;12.05.2019
Жалюзи;Жалюзи Inspire 30х160 см алюминий цвет белый;16262208;363;5;30.05.2018
Жалюзи;Жалюзи Inspire 30х160 см алюминий цвет белый;16262208;363;5;27.10.2016
Жалюзи;Жалюзи Inspire 30х160 см алюминий цвет белый;16262208;363;4;22.07.2018
Жалюзи;Жалюзи Inspire 30х160 см алюминий цвет белый;16262208;363;5;01.07.2018
Жалюзи;Жалюзи Inspire 30х160 см алюминий цвет белый;16262208;363;5;10.05.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;16.04.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;19.02.2018
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;10.02.2020
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;27.07.2017
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;14.04.2018
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;4;23.02.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет белый;16262195;398;5;01.10.2018
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;5;27.08.2018
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;5;14.07.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;5;02.10.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;4;05.06.2019
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;5;21.02.2018
Жалюзи;Жалюзи Inspire 40х160 см алюминий цвет серебряный;16268491;422;4;06.05.2020
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;4;22.03.2020
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;29.06.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;17.06.2019
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;1;07.04.2019
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;1;21.03.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;19.02.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;03.11.2019
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;27.06.2019
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;05.10.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;28.03.2020
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;4;18.12.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;29.11.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;1;21.08.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;4;10.11.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;17.01.2019
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;18.11.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;11.10.2017
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет белый;16262187;403;5;02.08.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет серебряный;16268474;498;4;03.05.2020
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет серебряный;16268474;498;5;29.10.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет серебряный;16268474;498;5;16.02.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет серебряный;16268474;498;5;26.03.2018
Жалюзи;Жалюзи Inspire 50х160 см алюминий цвет серебряный;16268474;498;5;06.06.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;21.10.2019
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;15.01.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;08.05.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;30.04.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;20.12.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;06.05.2019
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;26.12.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;1;10.02.2019
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;26.04.2020
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;23.02.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;03.06.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;13.04.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;4;14.05.2020
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;4;01.06.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;03.10.2017
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет белый;16262179;446;5;13.09.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет серебряный;16268466;548;5;29.04.2019
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет серебряный;16268466;548;5;23.10.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет серебряный;16268466;548;5;16.05.2018
Жалюзи;Жалюзи Inspire 60х160 см алюминий цвет серебряный;16268466;548;3;09.08.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;20.02.2017
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;26.04.2020
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;24.05.2018
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;08.04.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;28.02.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;19.05.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;07.03.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;14.04.2018
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;2;04.05.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;30.04.2017
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет белый;16262161;572;5;09.10.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет серебряный;16268458;622;5;19.07.2018
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет серебряный;16268458;622;1;10.04.2017
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет серебряный;16268458;622;5;18.04.2017
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет серебряный;16268458;622;5;03.11.2019
Жалюзи;Жалюзи Inspire 70х160 см алюминий цвет серебряный;16268458;622;5;23.10.2018
Жалюзи;Жалюзи Inspire 80х160 см алюминий цвет серебряный;16268440;652;2;08.12.2019
Жалюзи;Жалюзи Inspire 80х160 см алюминий цвет серебряный;16268440;652;5;04.11.2018
Жалюзи;Жалюзи Inspire 80х160 см алюминий цвет серебряный;16268440;652;5;17.08.2019
Жалюзи;Жалюзи Inspire 80х160 см алюминий цвет слоновая кость;13681749;308;5;12.05.2017
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;5;17.04.2020
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;2;31.05.2019
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;5;10.03.2019
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;4;08.02.2020
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;3;14.01.2019
Жалюзи;Жалюзи горизонтальные 80х160 см;16262152;617;5;11.12.2017
Жалюзи;Жалюзи перфорированные, алюминий, 50х155 см, цвет белый;18740921;513;1;14.04.2019
Жалюзи;Жалюзи перфорированные, алюминий, 50х155 см, цвет белый;18740921;513;1;20.02.2019
Жалюзи;Жалюзи перфорированные, алюминий, 50х155 см, цвет белый;18740921;513;4;13.12.2018
Жалюзи;Жалюзи перфорированные, алюминий, 50х155 см, цвет белый;18740921;513;5;21.01.2019
Жалюзи;Жалюзи перфорированные, алюминий, 50х155 см, цвет белый;18740921;513;3;31.03.2019
Жалюзи;Жалюзи, алюминий, 50х155 см;18740912;435;5;19.11.2018
Жалюзи;Жалюзи, алюминий, 60х155 см, цвет белый;18740963;540;5;21.10.2019
Аксессуары для штор;Заколка дл штор «Тренза» 19х10 см цвет белый;18696501;224;5;10.02.2019
Аксессуары для штор;Заколка для штор «Адила» 14.5 см цвет белый/золотой;18695867;224;5;18.03.2020
Аксессуары для штор;Заколка для штор «Тренза» 19х11 см цвет экрю;18695912;224;5;10.11.2019
Готовые шторы и тюли;Занавеска «Магия», 170х220 см, цвет белый;81965518;188;4;28.11.2019
Готовые шторы и тюли;Занавеска «Орнамент» цветная печать 140х80 см;81948131;206;1;06.11.2019
Готовые шторы и тюли;Занавеска «Ягода», 145х70 см, цвет белый;14201356;187;5;08.09.2016
Готовые шторы и тюли;Занавеска для кухни «Листопад», 170х160 см, жаккард, цвет белый;13759884;175;5;18.07.2018
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;02.11.2019
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;4;10.08.2017
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;08.09.2016
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;24.08.2019
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;24.08.2018
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;04.04.2019
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;16.08.2019
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;14.03.2019
Готовые шторы и тюли;Занавеска для кухни «Цветочки», 170х140 см, жаккард, цвет белый;13213080;165;5;24.05.2019
Готовые шторы и тюли;Занавеска для кухни «Ягода», 145х70 см, жаккард, цвет молочный;14201401;211;5;27.02.2019
Готовые шторы и тюли;Занавеска для кухни «Ягода», 145х70 см, жаккард, цвет молочный;14201401;211;5;21.03.2019
Готовые шторы и тюли;Занавеска для кухни «Ягода», 145х70 см, жаккард, цвет молочный;14201401;211;5;04.04.2019
Готовые шторы и тюли;Занавеска для кухни «Ягода», 145х70 см, жаккард, цвет молочный;14201401;211;5;14.01.2020
Готовые шторы и тюли;Занавеска для кухни на ленте «Вишни», 265х160 см, жаккард, цвет белый;13952553;827;5;31.07.2018
Готовые шторы и тюли;Занавеска для кухни на ленте «Вишни», 265х160 см, жаккард, цвет белый;13952553;827;5;22.10.2017
Готовые шторы и тюли;Занавеска для кухни на ленте «Лилии», 200х165 см, жаккард, цвет белый;17815716;350;5;21.08.2018
Готовые шторы и тюли;Занавеска для кухни на ленте «Лилии», 200х165 см, жаккард, цвет белый;17815716;350;5;21.08.2018
Готовые шторы и тюли;Занавеска для кухни на ленте «Розы», 285х160 см, сетка, цвет белый;18205291;937;5;13.06.2019
Готовые шторы и тюли;Занавеска для кухни на ленте «Утро», 220х160 см, сетка, цвет белый;18205282;598;5;07.02.2019
Готовые шторы и тюли;Занавеска для кухни на ленте «Утро», 220х160 см, сетка, цвет белый;18205282;598;2;24.08.2019
Готовые шторы и тюли;Занавеска на ленте «Веточки», 250х160 см, цвет бежевый;81948129;797;5;16.02.2020
Готовые шторы и тюли;Занавеска на ленте «Веточки», 250х160 см, цвет бежевый;81948129;797;4;10.09.2019
Готовые шторы и тюли;Занавеска на ленте «Кружевница», 285х165 см, цвет ванильный;17815732;748;5;06.02.2020
Готовые шторы и тюли;Занавеска на ленте «Кружевница», 285х165 см, цвет ванильный;17815732;748;5;11.07.2019
Готовые шторы и тюли;Занавеска на ленте «Кружевница», 285х165 см, цвет ванильный;17815732;748;5;12.04.2020
Готовые шторы и тюли;Занавеска на ленте «Кружевница», 285х165 см, цвет ванильный;17815732;748;5;18.03.2020
Готовые шторы и тюли;Занавеска на ленте «Кружевница», 285х165 см, цвет ванильный;17815732;748;5;08.02.2019
Готовые шторы и тюли;Занавеска на ленте «Листва», 260х160 см, цвет белый;81948133;704;5;28.07.2019
Готовые шторы и тюли;Занавеска на ленте «Листва», 260х160 см, цвет белый;81948133;704;5;17.06.2019
Готовые шторы и тюли;Занавеска на ленте «Уют», 470х165 см, цвет белый;13951948;551;5;11.12.2017
Готовые шторы и тюли;Занавеска на ленте «Уют», 470х165 см, цвет белый;13951948;551;2;28.05.2017
Готовые шторы и тюли;Занавеска на ленте «Уют», 470х165 см, цвет белый;13951948;551;5;05.03.2020
Готовые шторы и тюли;Занавеска на ленте «Хоровод», 265х165 см, жаккард, цвет белый;17815759;424;5;19.08.2018
Готовые шторы и тюли;Занавеска на ленте «Хоровод», 265х165 см, жаккард, цвет белый;17815759;424;5;21.08.2018
Аксессуары для штор;Карниз для вертикальных жалюзи к механизму 120х180 см металл цвет чёрно-белый;11076158;505;5;27.04.2018
Аксессуары для штор;Карниз для вертикальных жалюзи к механизму 160х180 см металл цвет чёрно-белый;11076246;811;5;28.04.2020
Аксессуары для штор;Карниз для вертикальных жалюзи к механизму 200х180 см металл цвет чёрно-белый;11076318;852;1;13.04.2017
Аксессуары для штор;Карниз для вертикальных жалюзи к механизму 200х180 см металл цвет чёрно-белый;11076318;852;5;06.05.2020
Римские шторы;Карниз для римских штор 140 см;17140350;1807;4;11.10.2019
Римские шторы;Карниз для римских штор 140 см;17140350;1807;5;12.02.2020
Римские шторы;Карниз для римских штор 140 см;17140350;1807;1;20.03.2018
Римские шторы;Карниз для римских штор 140 см;17140350;1807;4;18.03.2018
Римские шторы;Карниз для римских штор 140 см;17140350;1807;4;20.03.2020
Римские шторы;Карниз для римских штор 180 см;17140376;2203;1;20.03.2018
Римские шторы;Карниз для римских штор 200 см;17140384;2407;4;13.03.2017
Римские шторы;Карниз для римских штор 200 см;17140384;2407;5;05.02.2018
Аксессуары для штор;Клипса «Бабочка» металл цвет хром;15106617;155;5;28.04.2020
Аксессуары для штор;Клипса «Нарцисс», 60 мм, цвет белый;16176756;352;5;08.09.2019
Аксессуары для штор;Клипса «Орнамент» металл цвет хром;15106422;85;4;24.01.2020
Аксессуары для штор;Клипса «Розочка» металл цвет белый;15106481;155;4;15.01.2019
Аксессуары для штор;Клипса «Солнце» металл цвет матовое золото;15105032;85;2;12.11.2017
Готовые шторы и тюли;Комплект штор MIAMOZA Prenso SJN16731K1 2109V, 260см;90123154;3538;1;08.05.2020
Аксессуары для штор;Короб для рулонной шторы, ПВХ, цвет белый;82025012;271;5;06.04.2020
Аксессуары для штор;Короб для рулонной шторы, ПВХ, цвет белый;82025012;271;5;20.04.2020
Аксессуары для штор;Крепление для жалюзи с противоскользящей прокладкой, 2 шт.;13774523;193;5;30.04.2016
Аксессуары для штор;Крепление для жалюзи с противоскользящей прокладкой, 2 шт.;13774523;193;5;23.06.2019
Аксессуары для штор;Крепление для жалюзи с противоскользящей прокладкой, 2 шт.;13774523;193;4;05.02.2017
Аксессуары для штор;Крепление для жалюзи с противоскользящей прокладкой, 2 шт.;13774523;193;5;22.09.2015
Аксессуары для штор;Крепление для жалюзи с противоскользящей прокладкой, 2 шт.;13774523;193;5;13.06.2016
Аксессуары для штор;Крепление плиссе для глухих створок, 4 шт.;16271471;98;1;09.02.2020
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;1;21.07.2018
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;1;01.04.2016
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;4;25.03.2019
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;5;06.01.2017
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;5;25.01.2020
Аксессуары для штор;Крепление универсальное, без сверления, 2 шт.;17139826;135;1;07.04.2016
Жалюзи;Кронштейн для горизонтальных жалюзи универсальный, 2 шт.;12330920;115;4;15.04.2019
Аксессуары для штор;Кронштейн для окон ПВХ универсальный, без сверления;13107210;148;2;19.06.2016
Аксессуары для штор;Кронштейн для окон ПВХ универсальный, без сверления;13107210;148;5;24.08.2016
Аксессуары для штор;Крючок «Ампир» металл цвет матовое золото 2 шт.;15104881;136;5;04.12.2017
Аксессуары для штор;Крючок «Вензель» металл цвет золото 2 шт.;15104849;108;4;02.08.2018
Аксессуары для штор;Крючок большой металл цвет белый;15106449;87;5;15.04.2020
Аксессуары для штор;Крючок большой металл цвет золото 2 шт.;15104831;158;5;31.07.2018
Аксессуары для штор;Крючок большой металл цвет хром;15106334;87;5;25.07.2018
Жалюзи;Ламели для вертикальных жалюзи «Борнео» 180 см текстиль цвет коричневый;13715195;402;5;20.05.2018
Жалюзи;Ламели для вертикальных жалюзи «Лайн» 280 см, цвет белый, 5 шт.;82038374;434;4;02.05.2020
Жалюзи;Ламели для вертикальных жалюзи «Леопард» 180 см, цвет серо-бежевый, 5 шт.;82038385;598;3;04.11.2019
Жалюзи;Ламели для вертикальных жалюзи «Плайн» 280 см, цвет белый, 5 шт.;82038375;743;5;02.05.2020
Жалюзи;Ламели для вертикальных жалюзи «Плайн» цвет графит 180 см 5 шт;81932831;453;5;17.09.2019
Аксессуары для штор;"Механизм для рулонной шторы ""День-ночь""";17139869;302;1;30.05.2017
Аксессуары для штор;"Механизм для рулонной шторы ""День-ночь""";17139869;302;1;14.02.2020
Аксессуары для штор;"Механизм для рулонной шторы ""День-ночь""";17139869;302;5;29.05.2018
Аксессуары для штор;"Механизм для рулонной шторы ""День-ночь""";17139869;302;1;24.10.2016
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;13.05.2019
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;21.03.2020
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;13.12.2016
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;01.08.2016
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;22.04.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;29.03.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;06.06.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;21.05.2016
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;5;01.07.2019
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;15.06.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;22.07.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;3;05.12.2019
Аксессуары для штор;Механизм для рулонной шторы Inspire 140-200 см;13714731;177;1;02.04.2019
Аксессуары для штор;Механизм для рулонной шторы Inspire 30-120 см;13714715;136;3;07.02.2017
Аксессуары для штор;Механизм для рулонной шторы Inspire 30-120 см;13714715;136;5;16.08.2018
