;fabric_width(m);slice_tuple;total_slice;waste;qty;total_qty;%_of_total;%_of_valuable;%_of_waste
549;2.8;0.5|0.8|;1.3;1.4999999999999998;11;294;0.03741496598639456;0.46428571428571436;0.5357142857142857
550;2.8;0.5;0.5;2.3;10;294;0.034013605442176874;0.17857142857142858;0.8214285714285714
564;2.8;1.2|1.6|;2.8;0.0;10;294;0.034013605442176874;1.0;0.0
568;2.8;1.8;1.8;0.9999999999999998;8;294;0.027210884353741496;0.6428571428571429;0.3571428571428571
558;2.8;0.8|1.2|;2.0;0.7999999999999998;7;294;0.023809523809523808;0.7142857142857143;0.28571428571428564
544;2.8;0.4|0.8|;1.2000000000000002;1.5999999999999996;6;294;0.02040816326530612;0.42857142857142866;0.5714285714285713
540;2.8;0.29;0.29;2.51;5;294;0.017006802721088437;0.10357142857142856;0.8964285714285715
545;2.8;0.4|1.2|;1.6;1.1999999999999997;5;294;0.017006802721088437;0.5714285714285715;0.4285714285714285
566;2.8;1.6;1.6;1.1999999999999997;5;294;0.017006802721088437;0.5714285714285715;0.4285714285714285
554;2.8;0.6|1.4|;2.0;0.7999999999999998;4;294;0.013605442176870748;0.7142857142857143;0.28571428571428564
562;2.8;1.0|1.8|;2.8;0.0;3;294;0.01020408163265306;1.0;0.0
559;2.8;0.8;0.8;1.9999999999999998;2;294;0.006802721088435374;0.28571428571428575;0.7142857142857143
561;2.8;0.9;0.9;1.9;2;294;0.006802721088435374;0.32142857142857145;0.6785714285714286
542;2.8;0.4|0.6|0.6;1.6;1.1999999999999997;1;294;0.003401360544217687;0.5714285714285715;0.4285714285714285
546;2.8;0.4|1.6|;2.0;0.7999999999999998;1;294;0.003401360544217687;0.7142857142857143;0.28571428571428564
551;2.8;0.6|0.6|1.6;2.8;0.0;1;294;0.003401360544217687;1.0;0.0
552;2.8;0.6|0.6|;1.2;1.5999999999999999;1;294;0.003401360544217687;0.4285714285714286;0.5714285714285714
560;2.8;0.9|0.9|;1.8;0.9999999999999998;1;294;0.003401360544217687;0.6428571428571429;0.3571428571428571
518;2.5;0.5;0.5;2.0;109;635;0.17165354330708663;0.2;0.8
525;2.5;0.6;0.6;1.9;82;635;0.12913385826771653;0.24;0.76
537;2.5;1.63;1.63;0.8700000000000001;47;635;0.07401574803149606;0.6519999999999999;0.34800000000000003
502;2.5;0.4;0.4;2.1;42;635;0.06614173228346457;0.16;0.8400000000000001
520;2.5;0.6|0.7|1.2;2.5;0.0;37;635;0.05826771653543307;1.0;0.0
535;2.5;1.2;1.2;1.3;34;635;0.05354330708661417;0.48;0.52
532;2.5;0.8;0.8;1.7;32;635;0.050393700787401574;0.32;0.6799999999999999
495;2.5;0.4|0.5|0.8;1.7000000000000002;0.7999999999999998;31;635;0.048818897637795275;0.68;0.31999999999999995
538;2.5;1.6;1.6;0.8999999999999999;21;635;0.03307086614173228;0.64;0.36
536;2.5;1.4;1.4;1.1;19;635;0.029921259842519685;0.5599999999999999;0.44000000000000006
533;2.5;0.9;0.9;1.6;17;635;0.026771653543307086;0.36;0.64
508;2.5;0.5|0.6|0.7;1.8;0.7;13;635;0.02047244094488189;0.72;0.27999999999999997
510;2.5;0.5|0.6|;1.1;1.4;13;635;0.02047244094488189;0.44000000000000006;0.5599999999999999
513;2.5;0.5|0.7|;1.2;1.3;11;635;0.01732283464566929;0.48;0.52
526;2.5;0.7|0.8|1.0;2.5;0.0;11;635;0.01732283464566929;1.0;0.0
529;2.5;0.7;0.7;1.8;10;635;0.015748031496062992;0.27999999999999997;0.72
503;2.5;0.55|0.7|;1.25;1.25;9;635;0.014173228346456693;0.5;0.5
509;2.5;0.5|0.6|0.8;1.9000000000000001;0.5999999999999999;9;635;0.014173228346456693;0.76;0.23999999999999994
496;2.5;0.4|0.5|;0.9;1.6;8;635;0.012598425196850394;0.36;0.64
521;2.5;0.6|0.7|;1.2999999999999998;1.2000000000000002;8;635;0.012598425196850394;0.5199999999999999;0.4800000000000001
517;2.5;0.5|1.0|;1.5;1.0;6;635;0.009448818897637795;0.6;0.4
534;2.5;1.0;1.0;1.5;6;635;0.009448818897637795;0.4;0.6
539;2.5;1.78;1.78;0.72;6;635;0.009448818897637795;0.712;0.288
504;2.5;0.55;0.55;1.95;5;635;0.007874015748031496;0.22000000000000003;0.78
498;2.5;0.4|0.7|;1.1;1.4;4;635;0.006299212598425197;0.44000000000000006;0.5599999999999999
527;2.5;0.7|0.9|;1.6;0.8999999999999999;4;635;0.006299212598425197;0.64;0.36
531;2.5;0.8|0.9|;1.7000000000000002;0.7999999999999998;4;635;0.006299212598425197;0.68;0.31999999999999995
494;2.5;0.4|0.5|0.7|0.8|;2.4000000000000004;0.09999999999999964;3;635;0.004724409448818898;0.9600000000000002;0.039999999999999855
499;2.5;0.4|0.8|1.2;2.4000000000000004;0.09999999999999964;3;635;0.004724409448818898;0.9600000000000002;0.039999999999999855
507;2.5;0.5|0.5|;1.0;1.5;3;635;0.004724409448818898;0.4;0.6
519;2.5;0.6|0.6|;1.2;1.3;3;635;0.004724409448818898;0.48;0.52
523;2.5;0.6|0.9|;1.5;1.0;3;635;0.004724409448818898;0.6;0.4
524;2.5;0.6|1.2|;1.7999999999999998;0.7000000000000002;3;635;0.004724409448818898;0.72;0.2800000000000001
493;2.5;0.4|0.5|0.6;1.5;1.0;2;635;0.0031496062992125984;0.6;0.4
501;2.5;0.4|1.0|;1.4;1.1;2;635;0.0031496062992125984;0.5599999999999999;0.44000000000000006
506;2.5;0.5|0.5|0.5;1.5;1.0;2;635;0.0031496062992125984;0.6;0.4
512;2.5;0.5|0.7|1.2;2.4;0.10000000000000009;2;635;0.0031496062992125984;0.96;0.040000000000000036
514;2.5;0.5|0.8|1.2;2.5;0.0;2;635;0.0031496062992125984;1.0;0.0
497;2.5;0.4|0.6|;1.0;1.5;1;635;0.0015748031496062992;0.4;0.6
500;2.5;0.4|0.9|1.2;2.5;0.0;1;635;0.0015748031496062992;1.0;0.0
505;2.5;0.5|0.55|;1.05;1.45;1;635;0.0015748031496062992;0.42000000000000004;0.58
511;2.5;0.5|0.7|0.8;2.0;0.5;1;635;0.0015748031496062992;0.8;0.2
515;2.5;0.5|0.8|;1.3;1.2;1;635;0.0015748031496062992;0.52;0.48
516;2.5;0.5|0.9|;1.4;1.1;1;635;0.0015748031496062992;0.5599999999999999;0.44000000000000006
522;2.5;0.6|0.8|;1.4;1.1;1;635;0.0015748031496062992;0.5599999999999999;0.44000000000000006
528;2.5;0.7|1.2|;1.9;0.6000000000000001;1;635;0.0015748031496062992;0.76;0.24000000000000005
530;2.5;0.8|0.8|;1.6;0.8999999999999999;1;635;0.0015748031496062992;0.64;0.36
465;2.4;0.6;0.6;1.7999999999999998;511;2694;0.1896807720861173;0.25;0.75
421;2.4;0.4|0.5|;0.9;1.5;304;2694;0.11284335560504825;0.375;0.625
477;2.4;0.8;0.8;1.5999999999999999;254;2694;0.09428359317000742;0.33333333333333337;0.6666666666666666
481;2.4;1.0|1.4|;2.4;0.0;249;2694;0.09242761692650334;1.0;0.0
476;2.4;0.8|1.6|;2.4000000000000004;-4.440892098500626e-16;233;2694;0.08648849294729027;1.0000000000000002;-1.8503717077085943e-16
484;2.4;1.2;1.2;1.2;204;2694;0.0757238307349666;0.5;0.5
447;2.4;0.5;0.5;1.9;135;2694;0.05011135857461024;0.20833333333333334;0.7916666666666666
431;2.4;0.4;0.4;2.0;100;2694;0.03711952487008166;0.16666666666666669;0.8333333333333334
482;2.4;1.0;1.0;1.4;80;2694;0.02969561989606533;0.4166666666666667;0.5833333333333334
445;2.4;0.5|1.4|;1.9;0.5;63;2694;0.02338530066815145;0.7916666666666666;0.20833333333333334
463;2.4;0.6|1.6|;2.2;0.19999999999999973;54;2694;0.0200445434298441;0.9166666666666667;0.08333333333333323
428;2.4;0.4|1.0|;1.4;1.0;50;2694;0.01855976243504083;0.5833333333333334;0.4166666666666667
488;2.4;1.6;1.6;0.7999999999999998;40;2694;0.014847809948032665;0.6666666666666667;0.33333333333333326
464;2.4;0.6|1.8|;2.4;0.0;35;2694;0.012991833704528583;1.0;0.0
457;2.4;0.6|0.8|1.0;2.4;0.0;31;2694;0.011507052709725315;1.0;0.0
486;2.4;1.4;1.4;1.0;30;2694;0.011135857461024499;0.5833333333333334;0.4166666666666667
440;2.4;0.5|0.6|0.8;1.9000000000000001;0.4999999999999998;21;2694;0.0077951002227171495;0.7916666666666667;0.20833333333333326
480;2.4;1.0|1.2|;2.2;0.19999999999999973;19;2694;0.007052709725315516;0.9166666666666667;0.08333333333333323
430;2.4;0.4|1.6|;2.0;0.3999999999999999;15;2694;0.005567928730512249;0.8333333333333334;0.16666666666666663
461;2.4;0.6|1.2|;1.7999999999999998;0.6000000000000001;14;2694;0.005196733481811433;0.75;0.25000000000000006
472;2.4;0.7;0.7;1.7;14;2694;0.005196733481811433;0.2916666666666667;0.7083333333333334
475;2.4;0.8|1.4|;2.2;0.19999999999999973;14;2694;0.005196733481811433;0.9166666666666667;0.08333333333333323
489;2.4;1.78;1.78;0.6199999999999999;14;2694;0.005196733481811433;0.7416666666666667;0.2583333333333333
479;2.4;0.9;0.9;1.5;13;2694;0.004825538233110616;0.375;0.625
423;2.4;0.4|0.6|1.4;2.4;0.0;11;2694;0.004083147735708983;1.0;0.0
